# Cost-value  iter_max
46813418670900.56          45
42918026977480.95          25
42059081262601.23          60
42059081262601.23          38
42918063111396.98          35
42634528672289.16          32
43340672576016.81          45
42934581823473.91          30
42934851698666.25          36
42059081262601.23          56
46813405265269.66          37
50936694433169.26          29
43340672576016.81          46
42918063111396.98          26
42569706829396.23          18
42634471193594.43          25
46003386578927.72          25
46677050389904.95          47
42934581823473.91          21
44986292955702.66          30
42059081262601.23          62
42634528672289.16          36
42572311058600.59          18
42634471193594.43          39
46367460817996.21          14
42934851698666.25          38
46813405265269.66          49
42917741738399.15          24
46813405265269.66          34
46367612370155.87          37
44986292955702.66          32
50378120967030.90          25
42059081262601.23          39
42634471193594.43          40
49335774020882.59          43
42059081262601.23          33
42059081262601.23          42
42059081262601.23          28
42918063111396.98          36
42059081262601.23          48
42059081262601.23          24
42918063111396.98          27
43340672576016.81          65
46813405265269.66          34
42634471193594.43          38
42059081262601.23          78
42918063111396.98          35
42059081262601.23          46
46197230447288.63          17
42059081262601.23          75
42934581823473.91          21
50936535643054.26          21
42059188462775.80          22
42059081262601.23          43
42918063111396.98          29
42934926498369.95          21
46678505797567.96          21
46192675054842.08          22
46813405265269.66          41
42934890072518.90          27
43340672576016.81          40
42059081262601.23          62
46813405265269.66          42
42572292455844.67          16
50936744959321.68          24
46813418670900.56          66
42934851698666.25          34
42918063111396.98          37
46367642088896.05          29
42934625991749.64          18
42918063111396.98          32
42918063111396.98          37
42918054043478.88          25
42059081262601.23          47
46367578571506.45          27
46813418670900.56          46
42918063111396.98          39
42934581823473.91          30
43340672576016.81          58
46367604017890.88          20
42634528672289.16          21
46197309838444.26          19
46813405265269.66          34
42934851698666.25          30
46813405265269.66          23
46813405265269.66          50
46367612370155.87          35
44986292955702.66          48
42918063111396.98          34
46192729829425.78          22
46813405265269.66          52
42918063111396.98          23
42059081262601.23          44
43340672576016.81          46
50947966169136.27          20
42568419077762.12          24
49335774020882.59          21
49023932947703.05          16
42934890072518.90          29
42934890072518.90          25
