# Cost-value  iter_max
15141907216510.92          20
14839611468229.00          25
14953624142550.07          42
14860701179061.32          22
15026773011754.83          21
17126263843028.30          57
14843868974993.76          26
14606003760736.42          32
14817161717334.85          31
14738843658010.73          44
16817358596073.99          62
14706605280278.34          32
17127191980651.04          34
17535069606028.61          29
15085915401159.35          41
14586409039993.40          42
14559710178883.78          56
16855244709137.00          63
15189396185094.02          33
16880676371308.88          41
16899612235330.13          31
14789572037628.56          29
17240133054555.11          31
14585836269128.23          26
14884594082871.06          33
17033267364474.75          24
14682523539598.67          56
14778431669942.61          22
17401792721000.25          36
14771690003351.36          27
14941292622142.80          41
14545164207835.06          64
17171863679401.55          25
15128228397066.43          23
14809788032158.30          38
15110771930475.77          54
14727302125868.84          42
15016256738885.05          51
15184937800893.84          39
15046811917404.35          64
14737853145274.12          32
14678360397788.24          28
16762700759824.89          27
14778366587764.74          67
14907113928555.73          25
14782282486711.66          25
15009792518080.34          34
16614546931327.19          50
14776578508265.21          40
14980324994013.41          28
14786929948874.84          29
16842113813792.92          23
16786743555434.99          33
14751321178737.97          37
14644069927788.10          41
14960992230178.71          44
14963335377591.21          29
16898663317764.78          33
14837724652403.77          74
14925399032757.50          34
14807285359196.06          35
17543881134665.99          25
14631805033691.05          51
15012970767055.98          19
14663810061523.47          16
14626441366238.27          30
14953748024341.29          20
14785247884001.61          18
14701489721082.71          16
14865387680408.76          31
14844940579714.79          29
14657499741710.18          46
17755968674115.96          46
14937357169457.38          51
14823400032749.34          15
14667379051612.94          33
14830775072624.15          40
15032219952900.66          46
16577262123366.30          44
14870479301269.61          21
14846572393010.84          67
14842073503731.72          38
16618611436261.59          34
16780861723202.21          27
14650228082758.81          31
14956293938216.13          22
14841009053387.87          22
14788555817319.36          49
15079350313760.55          23
14857331355988.38          28
14692787974669.12          92
17699135828267.07          40
14813538502843.73          47
14969834849931.16          31
16797025470894.80          46
14709727252334.97          17
14730771087979.45          22
17169811949298.83          32
14960235185010.20          62
14671816891333.39          30
