# Cost-value  iter_max
18882792077215.92          33
16889571849356.74          23
18956027664114.91          24
16890368238887.05          26
19124466180503.98          24
21328081986379.63          45
19199944061006.00          35
18754776669806.89          23
18665700316910.53          27
18773723162732.89          21
19208822672033.28          41
20706773280604.84          28
18845354707199.73          13
20947991461105.66          33
20869077839694.67          38
19029262823351.17          18
19030215748627.70          27
21020782321356.90          22
21161424678692.12          18
21425669697633.16          29
18883199205087.80          27
18814385333106.92          18
19054117260340.09          58
19231351234145.80          31
18820059064660.12          17
19216787327047.16          20
16890532171202.81          67
18887513209942.59          26
21243557023829.89          18
18685588265909.62          17
18626292762285.18          22
18820179123254.41          12
18810563880436.48          15
16889853441274.47          12
20603112013889.72          17
18952382499833.33          20
21437620259729.83          16
18787133444441.57          58
19222283991190.48          22
18730591313422.21          31
20604915372205.68          67
18708084253672.19          17
25056008782948.59          23
16889945782283.79          17
18906269895517.16          31
18744866044168.08          27
18916480997337.45          50
21057179643495.80          64
18771529438025.66          55
21206552898125.77          41
18670964650261.09          43
18658002047598.70          17
18890293373533.36          34
18968372975532.13          35
18959394817875.17          19
16890595104231.77          24
20991173699135.39          36
16890222154336.39          20
16890176148859.23          22
18668746650744.75          33
18895208470932.72          19
20896700569584.15          24
18708836288202.82          31
16889803051008.59          28
19030192305870.86          25
20710506266904.62          28
18954922487262.03          22
20813089499998.87          20
18598941085001.03          22
21055989047002.32          14
21291078909234.67          25
21125025795273.34          12
18958147803503.82          30
19221945394955.42          20
21026522168685.63          28
18834252684765.97          12
18787196608704.66          19
16890180925034.46          14
21041202201314.47          17
18744727399893.82          34
18976987563730.62          35
18768012438604.25          30
19132137514285.20          27
20613931372111.88          30
19030174769479.57          38
19202633717455.14          53
16890403483981.85          13
18804177072103.37          34
22689708194939.79          42
20697560488719.90          24
21143266138293.79          18
18669766384546.77          25
19214476934846.20          25
18891244819202.02          27
19200171446752.87          67
18822786921522.85          28
19259834110368.86          19
21046772475542.23          24
20757463666646.74          15
18710508051656.42          20
