# Cost-value  iter_max
210428334804957.56          13
210428334804957.56          20
210428334804957.56          15
210428334804957.56          20
210428334804957.56          20
210428334804957.56          19
210428334804957.56          20
210428334804957.56          14
210428334804957.56          21
210428334804957.56          13
210428334804957.56          13
210428334804957.56          19
210428334804957.56          14
210428334804957.56          17
210428334804957.56          18
210428334804957.56          18
210428334804957.56          17
210428334804957.56          17
210428334804957.56          13
210428334804957.56          16
210428334804957.56          11
210428334804957.56          20
210428334804957.56          15
210428334804957.56          17
210428334804957.56          20
210428334804957.56          14
210428334804957.56          22
210428334804957.56          14
210428334804957.56          11
210428334804957.56           7
210428334804957.56          14
210428334804957.56          15
210428334804957.56          19
210428334804957.56           8
210428334804957.56          12
210428334804957.56          20
210428334804957.56          20
210428334804957.56          20
210428334804957.56          17
210428334804957.56          13
210428334804957.56          13
210428334804957.56          12
210428334804957.56          16
210428334804957.56          15
210428334804957.56          13
210428334804957.56          21
210428334804957.56          24
210428334804957.56          17
210428334804957.56          13
210428334804957.56          14
210428334804957.56          16
210428334804957.56          15
210428334804957.56          13
210428334804957.56          16
210428334804957.56          19
210428334804957.56          19
210428334804957.56          12
210428334804957.56          12
210428334804957.56          11
210428334804957.56          18
210428334804957.56          14
210428334804957.56          10
210428334804957.56          17
210428334804957.56          12
210428334804957.56          20
210428334804957.56          11
210428334804957.56          13
210428334804957.56          17
210428334804957.56          12
210428334804957.56          14
210428334804957.56          12
210428334804957.56          18
210428334804957.56          21
210428334804957.56          24
210428334804957.56          13
210428334804957.56          22
210428334804957.56          20
210428334804957.56          22
210428334804957.56          14
210428334804957.56          12
210428334804957.56          17
210428334804957.56          13
210428334804957.56          19
210428334804957.56          20
210428334804957.56          14
210428334804957.56          19
210428334804957.56          20
210428334804957.56          16
210428334804957.56          14
210428334804957.56          12
210428334804957.56          20
210428334804957.56          20
210428334804957.56          20
210428334804957.56          15
210428334804957.56          13
210428334804957.56          14
210428334804957.56          12
210428334804957.56          15
210428334804957.56          15
210428334804957.56          19
