# Cost-value  iter_max
63051889807286.08          39
61708013455188.23          20
62895073542227.99          41
61402058930506.88          17
62894984950559.57          19
61801230637073.92          25
65962992493718.33          19
63050127705905.50          16
62154296610669.51          15
65963191214265.83          21
63051755708790.41          18
64454523204362.37          16
62836958959267.61          51
63049913277936.95          21
67183670591186.95          19
61713449466134.55          21
62155555400746.13          28
63051581706192.52          26
61801228250191.57          21
61707612626844.12          33
64853821990735.81          27
65963191214265.83          27
62895179071583.62          33
62894984950559.57          21
62249452007164.88          20
62836958959267.61          51
63049909253890.33          33
64853821990735.81          22
61801598555120.42          25
62836958959267.61          49
62249617574498.84          20
64454019871736.24          14
62895179071583.62          13
63052109206684.61          17
61800949105139.52          19
65963051048034.95          17
67184330837681.67          42
62273001148506.50          14
68023591591547.33          18
64454019871736.24          22
63052109206684.61          29
65963051048034.95          18
66796086747150.75          16
62836958959267.61          44
61707591848306.02          19
62154957984205.34          21
61707612626844.12          23
61800681242734.53          21
62895073542227.99          44
61402054460435.75          28
68023591591547.33          21
62154957984205.34          14
63049913277936.95          20
64065911917484.03          15
61402054460435.75          37
68023591591547.33          26
64062843579731.05          16
61402054460435.75          22
62366950845805.57          15
66795999836903.13          19
64454138004394.52          20
62893642379909.07          47
61707591848306.02          15
62836958959267.61          53
64451446664829.06          26
62894984950559.57          21
63051581706192.52          19
63051581706192.52          27
61805584164561.88          29
61401878583665.94          10
68023591591547.33          30
66795999836903.13          28
63051581706192.52          29
61800949105139.52          26
63049913277936.95          31
65963021864797.16          15
65243573950145.95          20
67887260146968.27          17
62839045006998.74          21
61402054460435.75          48
61707849998925.08          16
65963191214265.83          17
62894984950559.57          36
63049909253890.33          33
61402054460435.75          16
62836516623482.31          44
61801005514168.95          18
63049913277936.95          27
62895073542227.99          55
68023735234486.30          15
61800940097003.17          21
64453941444959.39          15
62273001148506.50          26
68026723681682.09          27
61800949105139.52          24
63051079133781.84          22
61402054460435.75          24
65963051048034.95          20
68660617612189.37          28
65962952795369.95          32
