# Cost-value  iter_max
27962093133415.50          35
31146711890449.50          40
27297356622274.84          22
35030929008443.07          29
27359655467422.02          24
31365268019236.98          30
27452327217694.12          17
29292476846537.56          23
27452167845620.02          44
27961900751511.39          20
31365450015580.02          22
27298449419253.40          18
30153008009443.08          29
27962165191128.44          20
31507241064733.83          24
27297928225343.41          17
31089099980192.34          38
27739072571719.06          31
33176255978995.23          32
27452572071137.28          31
27452572071137.28          28
27359655467422.02          58
27452167845620.02          51
31089055701985.46          30
27962093133415.50          31
27359655467422.02          19
27961900751511.39          17
27452341951627.43          17
27359578699562.43          23
27738974859098.43          26
27452600520200.03          38
27359655467422.02          42
27297895063995.74          16
27452167845620.02          27
27359655467422.02          57
33221647770656.02          30
27452327217694.12          32
33203350033663.25          28
33221510959966.28          38
35014644643713.86          17
27359881496494.28          17
27452167845620.02          46
27359881496494.28          24
27359578699562.43          27
27297317837360.33          16
27452600520200.03          17
27298449419253.40          32
27962165191128.44          22
27359655467422.02          54
27359805360830.10          22
32366919740464.48          37
27962127768087.27          23
27452167845620.02          26
27422414170779.85          21
27297895063995.74          22
27359655467422.02          33
27452327217694.12          18
31245110940688.78          29
27828584387936.41          81
27297250212669.03          12
27359578699562.43          38
27962093133415.50          53
27828646943520.56          90
27359881496494.28          36
27739072571719.06          75
27452167845620.02          31
27452572071137.28          24
45277346089103.07          28
27452572071137.28          23
27297961504761.04          20
32761541484037.81          51
27359655467422.02          21
30995251608889.45          18
27961889938366.20          29
27359881496494.28          38
27359655467422.02          21
31089049587761.70          32
27598792285046.56          22
27452356095656.90          16
27828646943520.56          28
35029166190809.84          15
30380706849977.29          18
27452397032214.03          14
27962093133415.50          34
27297929234431.25          28
27359805360830.10          18
27297929234431.25          17
27739072571719.06          40
30889392593492.55          17
27961900751511.39          35
27452586805070.59          29
30995227250555.48          25
27962093133415.50          34
27359655467422.02          54
27452167845620.02          30
27963666996550.35          15
27961900751511.39          23
31089099980192.34          45
27359655467422.02          18
27452356095656.90          16
