# Cost-value  iter_max
16262953852832.08          17
18725810798818.91          28
18444066267980.29          32
18122013292769.85          30
20618287697194.27          20
16384772865131.96          17
18793189721837.03          28
16279999775667.36          18
18495613066179.00          51
18438867111602.11          25
18402307332731.85          22
18256890550694.33          40
18191328401297.65          32
18726652451900.32          33
18868575055481.66          13
18889316209271.95          19
16197891047651.39          23
16500752704908.97          31
18249463012368.04          18
16197767829762.82          52
16282198408520.58          15
18394023120862.44          28
18269446609405.12          18
18699904998242.46          29
18884659205177.59          21
16430585453432.01          29
16283420235400.23          25
21051063868889.47          39
18669143369074.26          37
16429988345850.51          20
20650921949961.63          28
16377692433506.09          43
20407293713493.82          26
20236146901191.66          25
16512804360501.69          21
18052325594804.91          16
20279528565192.23          36
16279982270798.34          40
16411402572484.84          42
18527380226434.60          26
16509073304054.95          22
16279941578761.91          20
18022737451727.90          19
16433610963078.22          16
18352851924765.11          24
18223782575137.16          40
20767162679338.88          58
18084480064047.70          21
16389667948591.08          33
18347469667494.08          18
16392486165942.63          16
20083761974679.28          23
16366918370486.61          15
18695442013478.20          28
18523465356791.96          35
16352502294368.50          15
18884518140198.93          22
18864698329121.82          32
18299244082180.31          20
20785213887332.02          34
20863676811356.82          26
18312395339158.19          34
16196960096193.40          48
24576783699689.82          24
18218672034392.94          24
18216101199170.38          30
18486203363162.12          19
18434188688301.44          17
18699224132949.09          16
18563821574234.05          24
20833775435365.67          56
18985037991617.09          26
18251160258803.40          31
18283415322108.70          20
18375937982626.95          24
16384580610374.22          22
20296840658987.70          24
16389411887503.21          26
16393038718961.40          45
18865351348504.83          37
18845098817692.55          31
18240506091556.19          14
16196857619914.14          37
18166925161325.76          17
16309738951016.48          46
16283605821676.18          13
16434033339627.07          21
18453161112376.52          39
16352170695321.59          61
18900401412289.42          22
18105515571219.45          32
20898183205902.29          22
18411141559572.10          31
18541279069745.59          20
18553367553734.95          31
18222800101032.26          34
18428079580940.38          26
16327170024423.20          24
18203660389305.07          44
20213454483943.14          24
