# Cost-value  iter_max
24936244885210.33          15
29532832347460.76          19
28569757024272.23          15
25246578495816.13          32
24806893269696.02          23
24684681215676.05          56
24481534541225.49          35
24862728594818.00          28
25096419371084.45          33
24725852443514.38          31
29825503948718.20          23
24481759508221.70          27
25026387680800.30          32
24674699246209.84          33
24424428368169.43          26
24725771509546.58          17
24936338859224.31          13
24865099001960.65          19
24684187263942.17          23
24806955184816.20          30
24862728594818.00          61
24909285194659.34          24
24424404200961.25          24
25095860667946.07          15
24481906478049.70          18
24425675721937.80          16
24424725857766.63          19
25027336666790.30          22
24684416696229.62          30
25096025362770.08          57
24806955184816.20          37
32152194300442.76          14
24424300451693.29          19
24683998812803.80          18
24936277155540.12          33
25026343709605.57          69
26795039880628.90          17
25382669583241.86          34
28576249044129.95          15
26814387634554.12          46
25379939958967.75          43
24624577132933.34          37
24424725857766.63          22
24481534541225.49          23
24481779394668.66          19
24862717781672.80          20
25217023507169.44          30
24862728594818.00          79
25095937928982.74          18
24674658677383.84          18
25216597547537.36          12
24424386696092.23          37
28333192361396.52          19
25217201785665.17          23
24806952487235.91          49
24481534541225.49          20
24481661624606.54          15
24624839716379.98          21
26771366269070.62          30
24862763560096.64          17
26821559588543.85          46
24806987358878.53          14
24730799076100.01          28
24862728594818.00          66
24481906478049.70          15
25247453738030.95          22
25026367275540.44          22
24424404200961.25          31
24684416696229.62          25
24424725857766.63          18
26771293653240.97          49
24952896251528.17          15
24910007684721.66          21
24674525971666.89          54
24854949053682.88          42
25026675340001.04          20
25026375171330.26          26
28568117364969.56          21
24862728594818.00          67
24684042946750.56          39
24862728594818.00          35
24862728594818.00          37
24674646931215.45          18
24624815842463.00          18
25382669583241.86          40
24684457475464.70          20
26505632130641.69          43
24936375190031.48          20
24482183391642.96          31
26821335531245.49          21
28568056417718.43          19
24424725857766.63          28
24674699246209.84          25
24683873088089.71          13
25096174517641.29          30
29791509573399.12          26
24725285465852.45          24
25026445600160.75          10
26760247585675.79          63
24481905741816.61          12
