# Cost-value  iter_max
33360451612155.76          60
33040926952290.66          18
33703621858250.69          28
33006551634611.63          17
30332971398417.80          25
30333058740357.47          42
33786934710825.62          29
33941625440160.41          39
33007220957090.16          29
33360450218399.68          23
33262875707639.30          24
33360451612155.76          69
33262762638691.65          48
30332974363485.12          20
30332971398417.80          21
30332971398417.80          23
33667883299649.41          36
37717794462881.93          19
33005984228046.09          34
30333058740357.47          42
37663467782868.39          19
33360451612155.76          68
33664130925226.30          33
34143817223930.12          28
37722927244526.69          26
33262762638691.65          21
30333058740357.47          35
33665172336932.11          15
33262762638691.65          34
30333012763874.97          19
33940337974595.53          32
33006015990269.23          19
30333058740357.47          35
30332971398417.80          25
33001174239481.48          36
33703873527680.97          32
38935347754594.23          28
30332983438522.08          20
30333058740357.47          66
33786912697715.98          41
30332970595270.16          20
33667883299649.41          35
30333058740357.47          31
30333058740357.47          33
33263088591696.77          28
33531344456167.36          15
30333058740357.47          37
30333003241447.90          32
33703621858250.69          29
33787442275152.26          30
30333058740357.47          39
33005785240551.80          26
34177760351983.60          35
33667985332551.08          13
30332860333232.84          59
33005715623140.59          26
33360477373314.61          23
30333058740357.47          41
30333265967700.78          22
33263088591696.77          19
33667883299649.41          26
30332860333232.84          60
33262875707639.30          33
33262816926740.02          12
33041324773897.82          37
33667883299649.41          32
30333265967700.78          22
33703621858250.69          27
33786912697715.98          27
33041334712924.20          21
30333058740357.47          63
33001174239481.48          21
33098863588235.19          18
33786940534919.86          26
34226675525294.98          29
30333058740357.47          26
33668473408798.38          38
30332860333232.84          18
33360477373314.61          15
32998549750352.32          26
30333058740357.47          44
30333003241447.90          34
37722883690556.88          34
30332971398417.80          24
33787681149551.81          27
30332860333232.84          51
33533564344338.22          14
30333058740357.47          36
30333006749549.50           9
32998095060541.98          39
30333058740357.47          67
33668020858738.08          21
33360451612155.76          81
37722883690556.88          60
33001143472887.32          22
33303923820817.89          15
33360306851336.91          20
30333058740357.47          24
37718257007956.81          21
33667883299649.41          37
