# Cost-value  iter_max
139614749639647.69          11
139614749639647.69          11
139614749639647.69          11
139614749639647.69          13
139614749639647.69          16
167136562249675.38          23
139614749639647.69          13
139614749639647.69          11
139614749639647.69          13
139614749639647.69          16
139614749639647.69          12
139614749639647.69           9
139614749639647.69          11
153328193342320.94          11
139614749639647.69          18
139614749639647.69          12
153328193342320.94          10
167139613568668.12           9
139614749639647.69           8
153177676370228.25          28
153177676370228.25          26
139614749639647.69          14
139614749639647.69          12
166450524404804.31          16
139614749639647.69          17
167136562249675.38          15
139614749639647.69          14
153177676370228.25          27
139614749639647.69          10
153177676370228.25          11
153177676370228.25          11
139614749639647.69          21
139614749639647.69          15
139614749639647.69          11
139614749639647.69          12
139614749639647.69           8
139614749639647.69          11
139614749639647.69          19
139614749639647.69          16
153177676370228.25           7
153328193342320.94           8
139614749639647.69          11
139614749639647.69          19
139614749639647.69          13
153177676370228.25          24
139614749639647.69          12
139614749639647.69          12
139614749639647.69          14
139614749639647.69          20
153328193342320.94          11
139614749639647.69           7
139614749639647.69          16
153328193342320.94          13
153177676370228.25          27
139614749639647.69          12
139614749639647.69          10
139614749639647.69          12
139614749639647.69          16
139614749639647.69          16
139614749639647.69           9
153328193342320.94          12
139614749639647.69          27
153328193342320.94          11
139614749639647.69          11
153328193342320.94          10
153177676370228.25           9
139614749639647.69          12
153328193342320.94          10
139614749639647.69          12
153328193342320.94           8
139614749639647.69           9
139614749639647.69           9
139614749639647.69          12
139614749639647.69          15
139614749639647.69          13
139614749639647.69          12
153177686118673.84           9
153177686118673.84          11
153177676370228.25          24
139614749639647.69          16
139614749639647.69          13
139614749639647.69          11
153177676370228.25          28
139614749639647.69          13
153328193342320.94          11
139614749639647.69          14
167136562249675.38          21
153177676370228.25          20
139614749639647.69          13
139614749639647.69          10
139614749639647.69          13
153328193342320.94          12
139614749639647.69          15
153328193342320.94           8
139614749639647.69          16
139614749639647.69          12
153177686118673.84          11
139614749639647.69          12
153177676370228.25          27
139614749639647.69          17
