# Cost-value  iter_max
22298488274393.05          23
22294739473985.14          43
22260464147258.00          30
23893360394209.63          27
24305299185304.64          32
22298738111086.02          16
24103113263628.39          28
22068206413480.00          20
22298194647544.85          20
23844248653956.54          26
23887336691870.20          21
23865174406139.51          36
22353018318567.62          18
21805690097854.54          27
23913678711816.83          33
21805690097854.54          25
22298811744158.57          39
24425352149463.85          32
24266408377742.36          23
22068044600383.57          18
24479203601937.47          20
21805690097854.54          27
24167363199001.44          13
26288055419057.88          51
23846844409914.48          26
22085174134999.89          29
24056783813151.53          29
22068279181067.70          19
22068081790913.00          25
23933651397303.98          17
22165767247204.82          18
22298811744158.57          39
22085222505074.39          24
22455285494667.07          25
22164906025553.96          25
22164709714073.82          18
22068243424146.03          15
22353080979446.01          19
24449953256338.84          20
22085358342393.05          69
22165622028844.53          20
22292073385131.29          41
23928682669421.71          24
22298344542831.66          27
24630233578257.75          27
22300363334144.02          22
24112633078606.05          67
21989869409869.03          18
24084362721511.25          30
21806272593023.78          22
27805329632472.42          15
24108696783790.60          25
22300112390910.52          21
23811532829479.02          22
24655402261361.88          17
21990212176614.32          24
23863774775939.98          20
23926676524878.50          19
22200301919257.52          25
24633076222218.89          20
21767365213958.15          21
22298389050718.12          16
22297989755922.52          26
24144231290791.20          19
22354702038571.26          27
22260896468263.99          20
24465361384681.83          34
22068013256168.48          20
22165658986254.21          25
21810539098364.84          24
21806422943180.66          16
22298720741841.36          12
22068044600383.57          27
22068044600383.57          23
24526834322768.25          30
24555765249490.43          24
22200252855906.44          29
22355000872686.97          36
22300367088169.17          15
21767269089597.95          16
22298056662950.21          39
22260753740084.25          20
24137947555741.98          22
21810648368512.15          19
24269238864747.67          42
22260740814242.78          18
22260733691039.00          18
23893115476594.40          35
22298234268553.82          13
22352982995828.45          27
24601568068690.69          17
22165701417577.39          23
22068081790913.00          29
22260729594525.11          30
21989735965570.37          38
21810665873381.17          25
22455185429699.65          16
23809624594874.34          25
23914296288143.88          17
22358364202100.88          48
