# Cost-value  iter_max
14748108995736.79          17
14271837746959.37          48
14460125937020.86          49
14929817589327.58          34
14479419756144.07          41
14430169191653.80          25
14256357443977.45          24
14128317820442.95          99
17186534367985.34          52
14260091801485.43          54
14382719532241.49          38
14550614433916.05          36
16588020849471.64          20
14224222067232.84          24
14280848324435.02          36
14111613123353.30          35
14871796838881.74          30
14129017322734.92          53
14755403379003.75          49
14577260281226.95          42
14385110179336.38          58
14257625214092.83          32
14653136931165.94          36
14500426340321.30          64
14324969962807.22          25
14726327062971.72          23
14385832046236.73          18
14498054309285.97          15
14507177760851.68          20
14685630430577.58          32
14468110951473.79          22
14106207583622.47          43
14368150342510.05          21
14373134666203.54          36
14461302282279.91          23
14260116331664.89          34
14209966079295.96          44
14627638956696.55          34
14819286181242.09          17
16281463272728.67          68
17261423299478.93          26
16483201381092.14          23
14248522279961.21          30
14270196734070.18          27
15211780366110.99          26
17027060150431.04          26
14800686833277.22          27
14250937006747.44          58
14359834504974.68          27
14519396017080.58          20
14618188640774.84          42
14992913836177.66          22
14082972494183.40          40
14657282091574.63          29
14526503094384.07          17
14360633797900.64          41
14487352605566.21          48
14358775787689.90          38
14050867633918.17          33
14030533642476.97          48
17193728263120.32          36
14438999249474.98          36
14422583941067.18          47
14001884176005.14          27
14474344134938.40          26
14300341691679.23          53
14309989039543.59          48
14697695465765.62          39
14164747621602.57          52
14246525346869.93          52
14724609815382.45          32
14467138968121.60          32
14524773513934.44          41
14405038564986.24          28
17026934993153.40          44
14249003349412.15          38
16103636576765.44          41
14211058852966.83          65
14444011744788.33          32
14382433432314.53          46
14601359482071.16          63
15255243446939.58          26
14105837343514.09          83
14435152710305.40          26
14307684851766.73          27
15205027490647.92          23
14318424626503.47          30
14785072351838.18          28
14505234401477.48          33
16806705695693.36          34
14299808523719.00          26
16338083576016.50          29
14728252120911.05          58
14464146475272.55          25
16853682316188.92          32
14343395038351.93          51
14452954651432.83          29
14075895026001.10          36
14446656635217.17          13
14272501146777.78          35
